Agency,City,State,NTD ID,Organization Type,Reporter Type,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Diesel (gal),Diesel (gal) Questionable,Gasoline (gal),Gasoline (gal) Questionable,Liquefied Petroleum Gas (gal equivalent),Liquefied Petroleum Gas (gal equivalent) Questionable,Compressed Natural Gas (gal equivalent),Compressed Natural Gas (gal equivalent) Questionable,Bio-Diesel (gal),Bio-Diesel (gal) Questionable,Other Fuel (gal/gal equivalent),Other Fuel (gal/gal equivalent) Questionable,Electric Propulsion (kWh),Electric Propulsion (kWh) Questionable,Electric Battery (kWh),Electric Battery (kWh) Questionable,Diesel (miles),Diesel Questionable,Gasoline (miles),Gasoline Questionable,Liquefied Petroleum Gas (miles),Liquefied Petroleum Gas Questionable,Compressed Natural Gas (miles),Compressed Natural Gas Questionable,Other Fuel (miles),Other Fuel Questionable,Electric Propulsion (miles),Electric Propulsion Questionable,Electric Battery (miles),Electric Battery Questionable,Diesel (mpg),Diesel (mpg) Questionable,Gasoline (mpg),Gasoline (mpg) Questionable,Liquefied Petroleum Gas (mpg),Liquefied Petroleum Gas (mpg) Questionable,Compressed Natural Gas (mpg),Compressed Natural Gas (mpg) Questionable,Other Fuel (mpg),Other Fuel (mpg) Questionable,Electric Propulsion (mi/kWh),Electric Propulsion (mi/kWh) Questionable,Electric Battery (mi/kWh),Electric Battery (mi/kWh) Questionable
Mass Transportation Authority,Flint,MI,50032,Independent Public Agency or Authority of Transit Service,Full Reporter,29872,"Flint, MI","298,964",245,DR,PT,2.00,0.00,,0.00,,7387.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,48360.00,,0.00,,48360.00,,0.00,,0.00,,,,,,6.55,,,,,,,,,
Mass Transportation Authority,Flint,MI,50032,Independent Public Agency or Authority of Transit Service,Full Reporter,29872,"Flint, MI","298,964",245,MB,DO,91.00,27126.00,,0.00,,172098.00,,697162.00,,0.00,,73.00,,0.00,,0.00,,142247.00,,0.00,,542896.00,,3063448.00,,542896.00,,0.00,,0.00,,5.24,,,,3.15,,,,,,,,,
Mass Transportation Authority,Flint,MI,50032,Independent Public Agency or Authority of Transit Service,Full Reporter,29872,"Flint, MI","298,964",245,DR,DO,152.00,0.00,,183820.00,,505371.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2845136.00,,2659838.00,,0.00,,2659838.00,,0.00,,0.00,,,,15.48,,5.26,,,,,,,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",HR,DO,312.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,164492704.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,22704228.00,,0.00,,,,,,,,,,,,0.14,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",TB,DO,13.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2179461.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,276826.00,,0.00,,,,,,,,,,,,0.13,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",LR,DO,124.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,40748656.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5257449.00,,0.00,,,,,,,,,,,,0.13,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",CR,PT,416.00,13761972.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4680149.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.34,,,,,,,,,,,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",MB,DO,653.00,4444002.00,,0.00,,0.00,,1425801.00,,0.00,,0.00,,0.00,,0.00,,18595665.00,,0.00,,0.00,,3732369.00,,0.00,,0.00,,0.00,,4.18,,,,,,,,,,,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",DR,PT,372.00,0.00,,1076802.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,9461594.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,8.79,,,,,,,,,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",MB,PT,83.00,161821.00,,21488.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,189362.00,,64194.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1.17,,2.99,,,,,,,,,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",FB,PT,8.00,1046073.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,189039.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.18,,,,,,,,,,,,,
Massachusetts Bay Transportation Authority,Boston,MA,10003,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009","2,018",RB,DO,37.00,315670.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2409965.00,,192166.00,,377382.00,,0.00,,0.00,,0.00,,916863.00,,0.00,,50769.00,,1.20,,,,,,,,,,0.00,,0.26,
McKinney Avenue Transit Authority,Dallas,TX,60133,Private-Non-Profit Corporation,Full Reporter,22042,"Dallas--Fort Worth--Arlington, TX","5,732,354",4,SR,DO,4.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,301900.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,70975.00,,0.00,,,,,,,,,,,,0.24,,,
Mecklenburg County,Charlotte,NC,40228,"City, County or Local Government Unit or Department of Transportation",Full Reporter,15670,"Charlotte, NC--SC","1,379,873",88,DR,TX,67.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,
Mecklenburg County,Charlotte,NC,40228,"City, County or Local Government Unit or Department of Transportation",Full Reporter,15670,"Charlotte, NC--SC","1,379,873",88,DR,DO,21.00,0.00,,63261.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,418748.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.62,,,,,,,,,,,
Medina County Public Transit,Medina,OH,50198,"City, County or Local Government Unit or Department of Transportation",Full Reporter,17668,"Cleveland, OH","1,712,178",23,DR,DO,11.00,541.00,,40403.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4371.00,,360477.00,,0.00,,0.00,,0.00,,0.00,,0.00,,8.08,,8.92,,,,,,,,,,,
Medina County Public Transit,Medina,OH,50198,"City, County or Local Government Unit or Department of Transportation",Full Reporter,17668,"Cleveland, OH","1,712,178",23,DR,TX,5.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,
Medina County Public Transit,Medina,OH,50198,"City, County or Local Government Unit or Department of Transportation",Full Reporter,17668,"Cleveland, OH","1,712,178",23,MB,DO,7.00,0.00,,20000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,246240.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,12.31,,,,,,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",61,MB,PT,39.00,344124.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2077967.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,6.04,,,,,,,,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",61,CB,PT,1.00,7243.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,45085.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,6.22,,,,,,,,,,,,,
Merrimack Valley Regional Transit Authority,Haverhill,MA,10013,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",61,DR,PT,21.00,0.00,,98387.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,618772.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.29,,,,,,,,,,,
METRO Regional Transit Authority,Akron,OH,50010,Independent Public Agency or Authority of Transit Service,Full Reporter,766,"Akron, OH","541,879",182,DR,PT,24.00,0.00,,42000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,0.00,,,,,,,,,,,
METRO Regional Transit Authority,Akron,OH,50010,Independent Public Agency or Authority of Transit Service,Full Reporter,766,"Akron, OH","541,879",182,MB,DO,97.00,169974.00,,0.00,,0.00,,815516.00,,0.00,,0.00,,0.00,,59032.00,,492089.00,,0.00,,0.00,,3411873.00,,0.00,,0.00,,13820.00,,2.90,,,,,,,,,,,,0.23,
METRO Regional Transit Authority,Akron,OH,50010,Independent Public Agency or Authority of Transit Service,Full Reporter,766,"Akron, OH","541,879",182,DR,DO,61.00,69014.00,,1238.00,,0.00,,94.00,,0.00,,0.00,,0.00,,0.00,,643311.00,,577373.00,,0.00,,64.00,,0.00,,0.00,,0.00,,9.32,,466.38,,,,,,,,,,,
Metro Transit,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",507,CR,PT,10.00,147088.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,40274.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.27,,,,,,,,,,,,,
Metro Transit,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",507,LR,DO,57.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,29732225.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3914947.00,,0.00,,,,,,,,,,,,0.13,,,
Metro Transit,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",507,MB,DO,440.00,0.00,,0.00,,0.00,,0.00,,4185563.00,,0.00,,0.00,,533094.00,,19803721.00,,0.00,,0.00,,0.00,,0.00,,0.00,,175313.00,,,,,,,,,,,,,,0.33,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,149",CR,DO,1138.00,6882694.00,,0.00,,0.00,,0.00,,0.00,,0.00,,388728660.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2722018.00,,53358141.00,,0.00,,0.00,,,,,,,,,,0.14,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,149",FB,PT,2.00,192849.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,46140.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.24,,,,,,,,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,63217,"New York--Jersey City--Newark, NY--NJ","19,426,449","1,149",MB,PT,9.00,41741.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,205598.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.93,,,,,,,,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,DR,PT,193.00,0.00,,1341057.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,8104273.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.04,,,,,,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,HR,DO,210.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,77560602.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,17816311.00,,0.00,,,,,,,,,,,,0.23,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,MB,DO,407.00,1849221.00,,0.00,,0.00,,4357955.00,,0.00,,0.00,,0.00,,26212.00,,8735458.00,,0.00,,0.00,,15970070.00,,0.00,,0.00,,9858.00,,4.72,,,,,,,,,,,,0.38,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,3817,"Atlanta, GA","5,100,112",812,SR,DO,2.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,672355.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,53228.00,,0.00,,,,,,,,,,,,0.08,,,
Metropolitan Bus Authority,San Juan,PR,40086,Independent Public Agency or Authority of Transit Service,Full Reporter,79093,"San Juan, PR","1,844,410",107,DR,DO,26.00,0.00,,70805.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,528017.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.46,,,,,,,,,,,
Metropolitan Bus Authority,San Juan,PR,40086,Independent Public Agency or Authority of Transit Service,Full Reporter,79093,"San Juan, PR","1,844,410",107,MB,DO,81.00,900501.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2424695.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2.69,,,,,,,,,,,,,
Metropolitan Council,Minneapolis,MN,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",656,MB,PT,58.00,0.00,,108893.00,,0.00,,0.00,,366405.00,,0.00,,0.00,,0.00,,2465627.00,,896370.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,8.23,,,,,,,,,,,
Metropolitan Council,Minneapolis,MN,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",656,VP,PT,49.00,0.00,,36608.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,688978.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,18.82,,,,,,,,,,,
Metropolitan Council,Minneapolis,MN,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",656,DR,PT,549.00,0.00,,4028103.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,27230469.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.76,,,,,,,,,,,
"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28333,"Evansville, IN","206,855",26,MB,DO,17.00,195452.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1039886.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.32,,,,,,,,,,,,,
"Metropolitan Evansville Transit System, dba: METS",Evansville,IN,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,28333,"Evansville, IN","206,855",26,DR,DO,9.00,14668.00,,24116.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,110906.00,,128058.00,,0.00,,0.00,,0.00,,0.00,,0.00,,7.56,,5.31,,,,,,,,,,,
Metropolitan Transit Authority,Madison,TN,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",239,DR,DO,48.00,0.00,,404443.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3936067.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,9.73,,,,,,,,,,,
Metropolitan Transit Authority,Madison,TN,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",239,DR,TX,56.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,
Metropolitan Transit Authority,Madison,TN,40004,Independent Public Agency or Authority of Transit Service,Full Reporter,61273,"Nashville-Davidson, TN","1,158,642",239,MB,DO,135.00,1486901.00,,77037.00,,0.00,,0.00,,0.00,,0.00,,0.00,,46944.00,,6658761.00,,0.00,,0.00,,0.00,,0.00,,0.00,,20901.00,,4.48,,0.00,,,,,,,,,,0.45,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",LR,DO,46.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,21545505.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3103886.00,,0.00,,,,,,,,,,,,0.14,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",MB,DO,450.00,5417288.00,,156254.00,,0.00,,2154980.00,,0.00,,0.00,,0.00,,0.00,,25879129.00,,1151726.00,,0.00,,5674270.00,,0.00,,0.00,,0.00,,4.78,,7.37,,,,,,,,,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",CB,DO,104.00,1183568.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5473619.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.62,,,,,,,,,,,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",MB,PT,133.00,1953644.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,8994554.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.60,,,,,,,,,,,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",CB,PT,54.00,399799.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,1832579.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,4.58,,,,,,,,,,,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",RB,DO,8.00,143211.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,447459.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,3.12,,,,,,,,,,,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",DR,PT,336.00,0.00,,2127401.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,21518351.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,10.11,,,,,,,,,,,
"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,40429,"Houston, TX","5,853,575","1,328",VP,DO,197.00,0.00,,126167.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2196755.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,17.41,,,,,,,,,,,
Metropolitan Transportation Commission,San Francisco,CA,90094,"MPO, COG or Other Planning Agency",Full Reporter,78904,"San Francisco--Oakland, CA","3,515,933",442,VP,PT,442.00,0.00,,500916.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,8070002.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,16.11,,,,,,,,,,,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,88948,"Tulsa, OK","722,810",78,DR,PT,21.00,0.00,,22098.00,,0.00,,173245.00,,0.00,,0.00,,0.00,,0.00,,0.00,,220975.00,,0.00,,2165566.00,,0.00,,0.00,,0.00,,,,10.00,,,,,,,,,,,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,88948,"Tulsa, OK","722,810",78,MB,DO,41.00,38990.00,,0.00,,0.00,,495771.00,,0.00,,0.00,,0.00,,17732.00,,243686.00,,0.00,,0.00,,3098571.00,,0.00,,0.00,,51249.00,,6.25,,,,,,,,,,,,2.89,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,88948,"Tulsa, OK","722,810",78,MB,PT,16.00,0.00,,0.00,,0.00,,49106.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,
MetroWest Regional Transit Authority,Framingham,MA,10118,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",80,DR,PT,43.00,0.00,,90616.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,620797.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.85,,,,,,,,,,,
MetroWest Regional Transit Authority,Framingham,MA,10118,Independent Public Agency or Authority of Transit Service,Full Reporter,9271,"Boston, MA--NH","4,382,009",80,MB,PT,37.00,0.00,,17096.00,,0.00,,123768.00,,0.00,,0.00,,0.00,,0.00,,0.00,,70273.00,,0.00,,916176.00,,0.00,,0.00,,0.00,,,,4.11,,,,,,,,,,,
"Miami County, Ohio , dba: Miami County Public Transit",Troy,OH,50169,"City, County or Local Government Unit or Department of Transportation",Full Reporter,22528,"Dayton, OH","674,046",18,DR,PT,18.00,0.00,,60225.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,491322.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,8.16,,,,,,,,,,,
Michiana Area Council of Governments,South Bend,IN,50149,"MPO, COG or Other Planning Agency",Full Reporter,26794,"Elkhart, IN--MI","148,199",18,DR,PT,9.00,0.00,,19117.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,281340.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,14.72,,,,,,,,,,,
Michiana Area Council of Governments,South Bend,IN,50149,"MPO, COG or Other Planning Agency",Full Reporter,26794,"Elkhart, IN--MI","148,199",18,MB,PT,9.00,97511.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,522251.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.36,,,,,,,,,,,,,
"Michigan Department of Transportation, dba: MichiVan",,MI,50193,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,23824,"Detroit, MI","3,776,890",166,VP,PT,166.00,0.00,,118291.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,2611537.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,22.08,,,,,,,,,,,
Mid Mon Valley Transit Authority,Charleroi,PA,30061,Independent Public Agency or Authority of Transit Service,Full Reporter,69697,"Pittsburgh, PA","1,745,039",22,MB,PT,22.00,38481.00,,0.00,,0.00,,186290.00,,0.00,,0.00,,0.00,,0.00,,192226.00,,0.00,,0.00,,706888.00,,0.00,,0.00,,0.00,,5.00,,,,,,,,,,,,,
Mid-Ohio Regional Planning Commission,Columbus,OH,50191,"MPO, COG or Other Planning Agency",Full Reporter,19234,"Columbus, OH","1,567,254",19,VP,PT,19.00,0.00,,14986.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,320301.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,21.37,,,,,,,,,,,
Milford Transit District,Milford,CT,10107,Independent Public Agency or Authority of Transit Service,Full Reporter,10162,"Bridgeport--Stamford, CT--NY","916,408",11,MB,DO,6.00,54397.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,291856.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.37,,,,,,,,,,,,,
Milford Transit District,Milford,CT,10107,Independent Public Agency or Authority of Transit Service,Full Reporter,10162,"Bridgeport--Stamford, CT--NY","916,408",11,DR,DO,5.00,0.00,,25533.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,170314.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,6.67,,,,,,,,,,,
"Milwaukee County, dba: Milwaukee County Transit System",Milwaukee,WI,50008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",373,DR,PT,71.00,350.00,,322007.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,
"Milwaukee County, dba: Milwaukee County Transit System",Milwaukee,WI,50008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,57466,"Milwaukee, WI","1,306,795",373,MB,PT,302.00,3256505.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,17068208.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5.24,,,,,,,,,,,,,
Minnesota Valley Transit Authority,Burnsville,MN,50519,Independent Public Agency or Authority of Transit Service,Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",91,MB,PT,78.00,0.00,,0.00,,0.00,,0.00,,787999.00,,0.00,,0.00,,0.00,,4468045.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,
Minnesota Valley Transit Authority,Burnsville,MN,50519,Independent Public Agency or Authority of Transit Service,Full Reporter,57628,"Minneapolis--St. Paul, MN","2,914,866",91,DR,PT,13.00,0.00,,78848.00,,0.00,,0.00,,15371.00,,0.00,,0.00,,0.00,,140736.00,,603370.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,7.65,,,,,,,,,,,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,57736,"Missoula, MT","88,109",32,DR,DO,12.00,100.00,,28806.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,5057.00,,254028.00,,0.00,,0.00,,0.00,,0.00,,0.00,,50.57,,8.82,,,,,,,,,,,
"Missoula Urban Transportation District, dba: Mountain Line",Missoula,MT,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,57736,"Missoula, MT","88,109",32,MB,DO,20.00,111390.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,192074.00,,511187.00,,0.00,,0.00,,0.00,,0.00,,0.00,,190131.00,,4.59,,,,,,,,,,,,0.99,
